,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,rt.sulfur.dioxide
1536,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,4.123105626
2528,7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6,5.385164807
3836,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,5.830951895
350,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,7.483314774
4442,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,6
4892,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6,6.164414003
2427,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,5.656854249
4409,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,6.92820323
490,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,7.211102551
2845,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,4.898979486
558,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,4
1163,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,5.385164807
60,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6,6.633249581
2792,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,7.810249676
4340,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8,3.872983346
752,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,8.831760866
3741,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,5.385164807
162,6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1,5,5.196152423
3271,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,4.582575695
651,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,5.916079783
1648,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7,4.472135955
518,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,7
990,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7,2.828427125
4148,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,7.280109889
717,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,4.69041576
3084,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,5.291502622
1804,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,5.916079783
2491,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6,3.31662479
1879,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,6.403124237
687,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,4.582575695
2521,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,5.291502622
1523,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,3.872983346
2530,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5,5.099019514
2981,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,5.567764363
480,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,8.185352772
1690,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6,5.291502622
4305,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,4.898979486
1758,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,7.483314774
1422,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6,4.123105626
426,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,6.08276253
4037,7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5,6.32455532
3257,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.244997998
4451,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,5.385164807
4570,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,4.123105626
1196,7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6,7.280109889
3301,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,3.16227766
2726,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,7.874007874
2502,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,6.244997998
2146,7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,7
2798,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,6.08276253
1980,7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6,7.549834435
2796,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,3.872983346
2505,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,7.348469228
1347,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,6.782329983
1474,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,6.244997998
4379,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,3
2499,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,5.656854249
3003,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,6.708203932
4582,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,5.656854249
3189,7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,6.480740698
4333,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,6.708203932
4318,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,7.615773106
982,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,5.656854249
1440,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5,8.185352772
4220,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,8.246211251
2745,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,3
1504,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,4.898979486
2165,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,5,7.416198487
3929,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,5.196152423
4604,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6,6.32455532
4460,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,5.291502622
2171,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,6.964194139
2223,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,5
2524,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5,6.403124237
4785,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,7.416198487
1134,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5,5.196152423
233,8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,7
319,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,4.358898944
4297,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,4.472135955
2003,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,6.557438524
1806,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,5.385164807
3,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,5.477225575
2662,7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6,6.782329983
2679,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,4.582575695
3923,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,5.477225575
3169,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6,4.69041576
2101,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,5.567764363
821,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9,4.898979486
167,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,6.244997998
4655,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7,7.416198487
2457,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,6
3776,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,6.403124237
2618,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,6.8556546
4537,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6,7.874007874
2095,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,4.69041576
1950,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,5.385164807
3256,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.244997998
169,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5,4.472135955
3871,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6,8.602325267
2236,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,3.16227766
863,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,5.744562647
4791,6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,5.291502622
3911,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,7
4825,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5,7.348469228
4517,6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6,3.872983346
1462,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,7.348469228
599,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,5.567764363
925,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8,7.071067812
1214,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3.16227766
2584,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.358898944
2811,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7,4.69041576
1660,6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5,7.280109889
1852,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,4.582575695
4368,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,5.656854249
101,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,7.211102551
3544,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,7
2430,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,8.366600265
3259,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.244997998
2980,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,6.244997998
2141,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,5.567764363
4572,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,5.099019514
